EXTERIOR,,INTERIOR,YEAR,VIN,,,Package Codes,,MSRP,PROD.,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VIN fill done Sun Aug 10 2025 11:35:08 GMT-0500 (Central Daylight Time)
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA935X8E215892,C55,E215892,"MSRP.2,ZCW,ZPP.1,ZTP,655,752",,"$66,170.00","May 16, 2008",550,,,,,,,,,,
668 - Jet Black,,GEAT - Anthracite/Black Cloth & Leather,2008,WBSVA93518E215893,C55,E215893,"MSRP.2,2MT.1,223,465,494,4MY,655",,"$61,245.00","May 16, 2008",,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93538E215894,C55,E215894,"MSRP.2,ZCW,ZPP.1,ZTP,2MT.1,403,6FL,752",,"$68,225.00","May 16, 2008",550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93558E215895,C55,E215895,"MSRP.2,ZTP,4MY,655",,"$62,820.00","May 17, 2008",550/950,,,,,,,,,,
668 - Jet Black,,NCH3 - Beige Novillo Leather,2008,WBSVA93578E215896,C55,E215896,"MSRP.2,ZCW,ZPP.2,ZTP,2MT.1,403,507,6FL,653,655",,"$67,070.00","May 19, 2008",,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSVA93598E215897,C55,E215897,"MSRP.2,ZCW,ZPP.3,ZTP,6FL,655,752",,"$67,120.00","May 16, 2008",1100,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93508E215898,C55,E215898,"MSRP.2,322,4MY,609,655",,"$61,670.00","May 17, 2008",550/950,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93528E215899,C55,E215899,"MSRP.2,ZCW,ZPP.3,ZTP,752",,"$65,025.00","May 17, 2008",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93558E215900,C55,E215900,"MSRP.2,ZPP.1,ZTP,403,6FL,655",,"$64,170.00","May 17, 2008",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93578E215901,C55,E215901,"MSRP.2,ZPP.3,ZTP,403,507,6FL,653,655,752",,"$66,770.00","May 17, 2008",,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,2008,WBSVA93598E215902,C55,E215902,"MSRP.2,ZPP.2,ZTP,403,494,6FL,653,655,752",,"$66,920.00","May 17, 2008",,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93508E215903,C55,E215903,"MSRP.2,ZPP.3,ZTP,2MT.1,403,6FL,752",,"$66,675.00","May 19, 2008",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93528E215904,C55,E215904,"MSRP.2,ZPP.3,ZTP,2MT.1,6FL,653,655,752",,"$66,570.00","May 17, 2008",,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93548E215905,C55,E215905,"MSRP.2,ZTP,4MY,655",,"$62,820.00","May 17, 2008",550/950,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA93568E215906,C55,E215906,"MSRP.2,ZPP.3,ZTP,6FL,655,752",,"$65,570.00","May 16, 2008",550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93588E215907,C55,E215907,"MSRP.2,ZPP.1,ZTP,403,655",,"$64,320.00","May 17, 2008",550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA935X8E215908,C55,E215908,"MSRP.2,ZPP.3,ZTP,465,507,6FL,655,752",,"$66,395.00","May 16, 2008",550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93518E215909,C55,E215909,"MSRP.2,ZPP.3,ZTP,2MT.1,403,494,6FL,655,752",,"$68,320.00","May 17, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93588E215910,C55,E215910,"MSRP.2,ZPP.3,465,494,6FL,655",,"$61,395.00","May 16, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215911,C55,E215911,"MSRP.2,ZPP.3,ZTP,2MT.1,6FL",,"$64,275.00","May 17, 2008",550,,,,,,,,,,
A75 - Melbourne Red Metallic,,NDH2 - Fox Red Extended Leather,2008,WBSVA93518E215912,C55,E215912,"MSRP.2,ZPP.1,ZTP,403,507,6FL,752",,"$67,475.00","May 17, 2008",550/1100,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93538E215913,C55,E215913,"MSRP.2,ZTP,4MY,655",,"$62,820.00","May 19, 2008",550/950,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93558E215914,C55,E215914,"MSRP.2,ZPP.3,2MT.1,403,6FL,655",,"$62,120.00","May 19, 2008",,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93578E215915,C55,E215915,"MSRP.2,ZPP.1,655",,"$59,470.00","May 19, 2008",,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93598E215916,C55,E215916,"MSRP.2,ZPP.1,655",,"$59,470.00","May 19, 2008",,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93508E215917,C55,E215917,"MSRP.2,ZPP.1,655",,"$59,470.00","May 19, 2008",,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93528E215918,C55,E215918,"MSRP.2,ZPP.3,2MT.1,403,494,6FL",,"$62,575.00","May 19, 2008",550,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93548E215919,C55,E215919,"MSRP.2,ZPP.1,655",,"$59,470.00","May 19, 2008",,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93508E215920,C55,E215920,"MSRP.2,ZTP,4MY,655",,"$62,820.00","May 19, 2008",550/950,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH1 - Silver Novillo Extended Leather,2008,WBSVA93528E215921,C55,E215921,"MSRP.2,ZCW,ZPP.2,ZTP,2MT.1,752",,"$67,875.00","May 19, 2008",550/1100,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93548E215922,C55,E215922,"MSRP.2,ZPP.3,ZTP,2MT.1,403,494,6FL,655,752",,"$67,770.00","May 19, 2008",,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93568E215923,C55,E215923,"MSRP.2,ZCW,ZPP.3,223,403,507,6FL",,"$63,225.00","May 19, 2008",550,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,2008,WBSVA93588E215924,C56,E215924,"MSRP.2,ZPP.2,ZTP,2MT.1,403,465,494,507,6FL,655,752",,"$68,595.00","May 20, 2008",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215925,C57,E215925,"MSRP.2,ZTP,403,639,6FL,771",,"$63,375.00","May 20, 2008",950,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93518E215926,C53,E215926,"MSRP.2,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,095.00","May 20, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93538E215927,C55,E215927,"MSRP.2,ZPP.1,2MT.1,302,403,494,507,609,6FL,655",,"$66,020.00","May 20, 2008",550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93558E215928,C57,E215928,"MSRP.2,ZPP.3,ZTP,2MT.1,494,507,6FL,655",,"$65,170.00","May 20, 2008",,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93578E215929,C59,E215929,"MSRP.2,ZTP,4MY,655",,"$62,820.00","May 20, 2008",550/950,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93538E215930,C50,E215930,"MSRP.2,ZCW,ZPP.3,403,6FL,655",,"$62,470.00","May 20, 2008",550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93558E215931,C52,E215931,"MSRP.2,ZPP.1,2MT.1,223,403,465,507,6FL",,"$63,350.00","May 20, 2008",,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93578E215932,C54,E215932,"MSRP.2,ZCW,ZPP.3,ZTP,403,6FL,653,655,752",,"$67,970.00","May 20, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93598E215933,,E215933,"MSRP.2,ZPP.3,ZTP,2MT.1,403,465,507,6FL,655,752",,"$68,645.00","May 20, 2008",550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93508E215934,,E215934,"MSRP.2,ZTP,4MY,655",,"$62,820.00","May 20, 2008",550/950,,,,,,,,,,
668 - Jet Black,,NDH3 - Beige Novillo Extended Leather,2008,WBSVA93528E215935,,E215935,"MSRP.2,ZPP.2,ZTP,403,465,6FL,653,752",,"$67,400.00","May 20, 2008",1100,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93548E215936,,E215936,"MSRP.2,ZTP,4MY,655",,"$62,820.00","May 21, 2008",550/950,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93568E215937,,E215937,"MSRP.2,ZCW,ZPP.1,ZTP,2MT.1,403,6FL",,"$66,325.00","May 21, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93588E215938,,E215938,"MSRP.2,ZCW,ZPP.1,ZTP,403,6FL",,"$65,125.00","May 21, 2008",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA935X8E215939,,E215939,"MSRP.2,ZPP.3,ZTP,403,465,6FL,655",,"$65,195.00","May 21, 2008",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93568E215940,,E215940,"MSRP.2,ZPP.1,ZTP,2MT.1,403,465,494,6FL,655,752",,"$69,895.00","May 21, 2008",550/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93588E215941,,E215941,"MSRP.2,ZCW,ZPP.1,ZTP,2MT.1,403,507,6FL,752",,"$68,575.00","May 21, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH3 - Beige Novillo Leather,2008,WBSVA935X8E215942,,E215942,"MSRP.2,ZCW,ZPP.2,ZTP,6FL,752",,"$65,975.00","May 21, 2008",550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93518E215943,,E215943,"MSRP.2,ZPP.3,ZTP,2MT.1,494,6FL,655,752",,"$67,270.00","May 21, 2008",550,,,,,,,,,,
668 - Jet Black,,NDSW - Black Extended Novillo Leather,2008,WBSVA93538E215944,,E215944,"MSRP.2,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,645.00","May 21, 2008",1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA93558E215945,,E215945,"MSRP.2,ZCW,ZPP.1,ZTP,655,752",,"$66,170.00","May 21, 2008",550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93578E215946,,E215946,"MSRP.2,ZTP,4MY,655",,"$62,820.00","May 23, 2008",550/950,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93598E215947,,E215947,"MSRP.2,ZPP.3,ZTP,2MT.1,403,494,6FL,655",,"$66,420.00","May 23, 2008",550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93508E215948,,E215948,"MSRP.2,ZPP.3,2MT.1,403,494,609,6FL,655,752",,"$66,620.00","May 23, 2008",,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93528E215949,,E215949,"MSRP.2,ZPP.3,ZTP,2MT.1,403,494,507,6FL,752",,"$67,525.00","May 23, 2008",,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93598E215950,,E215950,"MSRP.2,ZCW,ZPP.3,ZTP,2MT.1,403,6FL,653",,"$66,675.00","May 23, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA93508E215951,,E215951,"MSRP.2,ZCW,ZPP.3,ZTP,403,417,507,6FL,653,655,752",,"$68,895.00","May 23, 2008",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93528E215952,,E215952,"MSRP.2,ZPP.3,ZTP,2MT.1,403,494,6FL,655,752",,"$68,320.00","May 23, 2008",550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93548E215953,,E215953,"MSRP.2,ZCW,ZPP.3,ZTP,403,417,6FL,653,655,752",,"$69,645.00","May 23, 2008",550/1100,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93568E215954,,E215954,"MSRP.2,ZCW,ZPP.3,ZTP,507,655,752",,"$66,520.00","May 23, 2008",550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93588E215955,,E215955,"MSRP.2,ZCW,ZPP.3,ZTP,403,6FL,653,655,752",,"$67,420.00","May 23, 2008",,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215956,,E215956,"MSRP.2,ZCW,ZTP,2MT.1,6FL,655,752,771",,"$66,820.00","May 23, 2008",550/950,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA93518E215957,,E215957,"MSRP.2,ZCW,ZPP.1,ZTP,655,752",,"$66,170.00","May 24, 2008",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA93538E215958,,E215958,"MSRP.2,ZCW,ZPP.3,ZTP,655,752",,"$66,170.00","May 24, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA93558E215959,,E215959,"MSRP.2,ZCW,ZPP.1,ZTP,507,655,752",,"$66,520.00","May 24, 2008",550,,,,,,,,,,
668 - Jet Black,,GEAT - Anthracite/Black Cloth & Leather,2008,WBSVA93518E215960,,E215960,"MSRP.2,ZPP.3,403,6FL,655",,"$60,920.00","May 24, 2008",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93538E215961,,E215961,"MSRP.2,ZPP.3,223,403,6FL,655",,"$61,920.00","May 26, 2008",,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93558E215962,,E215962,"MSRP.2,ZCW,ZPP.3,ZTP,403,417,507,6FL,653,655,752",,"$68,895.00","May 26, 2008",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93578E215963,,E215963,"MSRP.2,ZCW,ZPP.1,ZTP,655,752",,"$66,170.00","May 26, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93598E215964,,E215964,"MSRP.2,ZPP.3,ZTP,403,494,6FL,655",,"$65,220.00","May 26, 2008",550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93508E215965,,E215965,"MSRP.2,ZPP.3,ZTP,403,494,6FL,752",,"$66,525.00","May 26, 2008",550,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,2008,WBSVA93528E215966,,E215966,"MSRP.2,771",,"$57,925.00","May 26, 2008",950,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93548E215967,,E215967,"MSRP.2,ZPP.3,ZTP,465",,"$62,600.00","May 26, 2008",,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93568E215968,,E215968,"MSRP.2,ZPP.3,ZTP,655",,"$63,270.00","May 26, 2008",550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93588E215969,,E215969,"MSRP.2,223,465,494,4MY,6FL",,"$61,350.00","May 26, 2008",550/950,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,2008,WBSVA93548E215970,,E215970,"MSRP.2,ZCW,ZPP.3,403,6FL",,"$61,325.00","May 26, 2008",,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93568E215971,,E215971,"MSRP.2,ZPP.3,ZTP,507,6FL,653,655",,"$64,370.00","May 26, 2008",550,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93588E215972,,E215972,"MSRP.2,ZPP.3,ZTP,403,465,494,6FL,655,752",,"$67,045.00","May 26, 2008",,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA935X8E215973,,E215973,"MSRP.2,ZCW,ZPP.1,ZTP,403,6FL",,"$65,125.00","May 26, 2008",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NDH3 - Beige Novillo Extended Leather,2008,WBSVA93518E215974,,E215974,"MSRP.2,ZPP.2,ZTP,2MT.1,403,417,465,494,6FL,653,655,752",,"$70,820.00","May 27, 2008",550/1100,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93538E215975,,E215975,"MSRP.2,ZCW,ZPP.3,ZTP,403,6FL",,"$65,125.00","May 27, 2008",550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93558E215976,,E215976,"MSRP.2,ZCW,ZPP.3,223,403,507,6FL,655",,"$63,270.00","May 27, 2008",,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93578E215977,,E215977,"MSRP.2,ZCW,ZPP.3,322,403,417,507,609,6FL,653,655,752",,"$67,195.00","May 27, 2008",,,,,,,,,,,
668 - Jet Black,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93598E215978,,E215978,"MSRP.2,ZCW,ZPP.3,403,6FL,655",,"$61,920.00","May 27, 2008",,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93508E215979,,E215979,"MSRP.2,223,403,4MX,6FL,653",,"$61,775.00","May 27, 2008",550/950,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93578E215980,,E215980,"MSRP.2,ZPP.3,ZTP,6FL,655,752",,"$65,570.00","May 27, 2008",550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93598E215981,,E215981,"MSRP.2,ZTP,4MY,655",,"$62,820.00","May 27, 2008",550/950,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93508E215982,,E215982,"MSRP.2,ZPP.3,ZTP,403,465,494,507,6FL,655,752",,"$67,945.00","May 27, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93528E215983,,E215983,"MSRP.2,ZCW,ZPP.3,ZTP,403,6FL,655",,"$65,720.00","May 28, 2008",550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93548E215984,,E215984,"MSRP.2,ZTP,4MY,655",,"$62,820.00","May 28, 2008",550/950,,,,,,,,,,
668 - Jet Black,,NCH3 - Beige Novillo Leather,2008,WBSVA93568E215985,,E215985,"MSRP.2,ZCW,ZPP.3,ZTP,403,6FL,655,752",,"$67,070.00","May 28, 2008",,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,2008,WBSVA93588E215986,,E215986,"MSRP.2,ZPP.1,ZTP,403,465,6FL,653,655,752",,"$66,895.00","May 28, 2008",,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215987,,E215987,"MSRP.2,ZCW,ZPP.3,ZTP,655,752",,"$66,170.00","May 28, 2008",550,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93518E215988,,E215988,"MSRP.2,ZCW,ZPP.1,322,609,6FL,752",,"$64,825.00","May 28, 2008",550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93538E215989,,E215989,"MSRP.2,ZCW,ZPP.1,ZTP,403,6FL,655,752",,"$67,620.00","May 28, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA935X8E215990,,E215990,"MSRP.2,ZCW,ZPP.3,322,403,417,609,6FL,653,655,752",,"$67,395.00","May 29, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93518E215991,,E215991,"MSRP.2,ZPP.3,ZTP,403,494,507,6FL,653,655,752",,"$67,820.00","May 29, 2008",550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93538E215992,,E215992,"MSRP.2,ZCW,ZPP.3,ZTP,403,6FL,653,752",,"$66,825.00","May 29, 2008",,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,2008,WBSVA93558E215993,,E215993,"MSRP.2,ZPP.2,ZTP,2MT.1,403,6FL,655,752",,"$67,270.00","May 29, 2008",,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH1 - Silver Novillo Extended Leather,2008,WBSVA93578E215994,,E215994,"MSRP.2,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$70,620.00","May 29, 2008",550/1100,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93598E215995,,E215995,"MSRP.2,ZCW,ZPP.3,ZTP,6FL,655,752",,"$66,020.00","May 30, 2008",,,,,,,,,,,
300 - Alpine White,,NDH1 - Silver Novillo Extended Leather,2008,WBSVA93508E215996,,E215996,"MSRP.2,ZPP.1,ZTP,2MT.1,417,465,494,6FL,653,752",,"$68,625.00","May 30, 2008",1100,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93528E215997,,E215997,"MSRP.2,ZCW,ZPP.1,ZTP,655,752",,"$66,170.00","May 30, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93548E215998,,E215998,"MSRP.2,ZCW,ZPP.1,ZTP,2MT.1,403,6FL,655,752",,"$68,820.00","May 30, 2008",550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93568E215999,,E215999,"MSRP.2,ZCW,ZPP.3,ZTP,6FL,655,752",,"$66,020.00","May 30, 2008",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93578E216000,,E216000,"MSRP.2,ZCW,ZPP.3,ZTP,2MT.1,655",,"$64,920.00","May 30, 2008",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93598E216001,,E216001,"MSRP.2,ZPP.1,403,494,609,6FL,752",,"$64,825.00","May 30, 2008",,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA93508E216002,,E216002,"MSRP.2,ZCW,ZPP.2,ZTP,2MT.1,403,6FL,653",,"$66,675.00","May 30, 2008",550,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,2008,WBSVA93528E216003,,E216003,"MSRP.2,ZPP.1,ZTP,403,507,6FL",,"$63,925.00","May 30, 2008",,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA93548E216004,,E216004,"MSRP.2,ZCW,ZPP.1,ZTP,653,655,752",,"$66,520.00","May 30, 2008",550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93568E216005,,E216005,"MSRP.2,ZCW,ZPP.3,ZTP,403,6FL,752",,"$67,025.00","May 30, 2008",550,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSVA93588E216006,,E216006,"MSRP.2,ZCW,ZPP.3,ZTP,2MT.1,403,417,6FL,653,655,752",,"$70,295.00","May 31, 2008",1100,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,2008,WBSVA935X8E216007,,E216007,"MSRP.2,ZPP.3,ZTP,403,494,655,752",,"$66,170.00","May 31, 2008",,,,,,,,,,,
A73 - Jerez Black Metallic,,NDH2 - Fox Red Extended Leather,2008,WBSVA93518E216008,,E216008,"MSRP.2,ZPP.3,ZTP,2MT.1,403,465,507,6FL,655,752",,"$69,745.00","May 31, 2008",550/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA93538E216009,,E216009,"MSRP.2,ZCW,ZPP.1,ZTP,655,752",,"$66,170.00","Jun 2, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA935X8E216010,,E216010,"MSRP.2,ZPP.3,ZTP,403,494,507,6FL,655",,"$65,570.00","Jun 2, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93518E216011,,E216011,"MSRP.2,ZCW,ZPP.2,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,095.00","Jun 2, 2008",550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93538E216012,,E216012,"MSRP.2,ZCW,ZPP.3,ZTP,403,6FL,752",,"$67,025.00","Jun 2, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93558E216013,,E216013,"MSRP.2,ZCW,ZPP.1,ZTP,6FL,653,655,752",,"$66,920.00","Jun 2, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA93578E216014,,E216014,"MSRP.2,ZCW,ZPP.1,ZTP,655,752",,"$66,170.00","Jun 2, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93598E216015,,E216015,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,6FL,653,655,752",,"$71,020.00","Jun 3, 2008",550,,,,,,,,,,
