EXTERIOR,Development code,INTERIOR,Year,VIN,,,,PACKAGES,MSRP,PROD,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VPC
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2021,5YMTS0C04M9E17121,,9E17121,2MK,,,"Sep 4, 2020",,USA,"BMW Montreal Centre, Montreal, CA",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C09M9E17177,,9E17177,2MK,,,"Sep 4, 2020",,USA,"Irvine BMW, Irvine, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C05M9E17239,,9E17239,2MK,,,"Sep 4, 2020",,USA,"BMW of Ramsey, Ramsey, US",,,,,,,,
475 - Black Sapphire Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2021,5YMTS0C03M9E20365,,9E20365,2MK,,,"Sep 7, 2020",,USA,"BMW of Fairfax, Fairfax, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2021,5YMTS0C02M9E24794,,9E24794,2MK,,,"Sep 9, 2020",,USA,"Kelowna BMW, Kelowna, CA",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2021,5YMTS0C08M9E24900,,9E24900,2MK,,,"Sep 10, 2020",,USA,"Park Avenue BMW, Rochelle Park, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C0XM9E24946,,9E24946,2MK,,,"Sep 10, 2020",,USA,"BMW Langley, Langley, CA",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C0XM9E24977,,9E24977,2MK,,,"Sep 10, 2020",,USA,"Parkview BMW, North York, CA",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C01M9E25046,,9E25046,2MK,,,"Sep 10, 2020",,USA,"Laurel BMW of Westmont, Westmont, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C08M9E25156,,9E25156,2MK,,,"Sep 10, 2020",,USA,"BMW of Bridgeport, Bridgeport, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C00M9E32957,,9E32957,2MK,,,"Sep 16, 2020",,USA,"Niederlassung Stuttgart, Stuttgart, DE",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C09M9E36960,,9E36960,2MK,,,"Sep 18, 2020",,USA,"United BMW, Alpharetta, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2021,5YMTS0C08M9E37131,,9E37131,2MK,,,"Sep 18, 2020",,USA,"BMW North Scottsdale, Phoenix, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C06M9E37242,,9E37242,2MK,,,"Sep 18, 2020",,USA,"Arrowhead BMW, Glendale, US",,,,,,,,
300 - Alpine White,F97,MAH7 - Black Vernasca Leather,2021,5YMTS0C02M9E37335,,9E37335,2MK,,,"Sep 19, 2020",,USA,"BMW of Idaho Falls, Idaho Falls, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2021,5YMTS0C08M9E37579,,9E37579,2MK,,,"Sep 20, 2020",,USA,"Karl Knauz Motors, Lake Bluff, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C02M9E37822,,9E37822,2MK,,,"Sep 21, 2020",,USA,"BMW of Anchorage, Anchorage, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2021,5YMTS0C03M9E40020,,9E40020,2MK,,,"Sep 22, 2020",,USA,"Performance BMW, St. Catharines, CA",,,,,,,,
300 - Alpine White,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2021,5YMTS0C00M9E42355,,9E42355,2MK,,,"Sep 23, 2020",,USA,"Momentum BMW/MINI, Houston, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C02M9E42387,,9E42387,2MK,,,"Sep 24, 2020",,USA,"BMW Montreal Centre, Montreal, CA",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C09M9E42418,,9E42418,2MK,,,"Sep 24, 2020",,USA,"Braman Motorcars/Braman MINI of Pal, West Palm Beach, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C0XM9E46137,,9E46137,2MK,,,"Sep 25, 2020",,USA,"Crevier BMW, Santa Ana, US",,,,,,,,
475 - Black Sapphire Metallic,F97,MAH7 - Black Vernasca Leather,2021,5YMTS0C04M9E46344,,9E46344,2MK,,,"Sep 25, 2020",,USA,"BMW of Bridgeport, Bridgeport, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C05M9E47972,,9E47972,2MK,,,"Sep 28, 2020",,USA,"BMW Royal Oak, Calgary, CA",,,,,,,,
300 - Alpine White,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2021,5YMTS0C04M9E48627,,9E48627,2MK,,,"Sep 29, 2020",,USA,"BMW Durham, Ajax, CA",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,2021,5YMTS0C02M9E50375,,9E50375,2MK,,,"Sep 29, 2020",,USA,"Richmond BMW, Richmond, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2021,5YMTS0C07M9E50694,,9E50694,2MK,,,"Sep 30, 2020",,USA,"BMW of Santa Maria, Santa Maria, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C0XM9E51824,,9E51824,2MK,,,"Sep 30, 2020",,USA,"BMW Brossard, Brossard, CA",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C0XM9E52004,,9E52004,2MK,,,"Sep 30, 2020",,USA,"Elite BMW, Ottawa, CA",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C05M9E54744,,9E54744,2MK,,,"Oct 2, 2020",,USA,"Circle BMW, Eatontown, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2021,5YMTS0C08M9E54902,,9E54902,2MK,,,"Oct 2, 2020",,USA,"Georgian BMW, Barrie, CA",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C07M9E56415,,9E56415,2MK,,,"Oct 3, 2020",,USA,"Sharpe BMW, Grand Rapids, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2021,5YMTS0C04M9E56596,,9E56596,2MK,,,"Oct 4, 2020",,USA,"Edmonton BMW, Edmonton, CA",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2021,5YMTS0C03M9E58081,,9E58081,2MK,,,"Oct 5, 2020",,USA,"Bavarian Motor Cars GmbH, Würzburg, DE",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C03M9E58274,,9E58274,2MK,,,"Oct 6, 2020",,USA,"BMW of Minnetonka, Minnetonka, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2021,5YMTS0C02M9E60579,,9E60579,2MK,,,"Oct 7, 2020",,USA,"Kelowna BMW, Kelowna, CA",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C08M9E60764,,9E60764,2MK,,,"Oct 7, 2020",,USA,"Brian Jessel BMW, Vancouver, CA",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C07M9E60951,,9E60951,2MK,,,"Oct 8, 2020",,USA,"BMW Laval, Laval, CA",,,,,,,,
A90 - Dark Graphite Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2021,5YMTS0C05M9E61144,,9E61144,2MK,,,"Oct 8, 2020",,USA,"BMW Laval, Laval, CA",,,,,,,,
C3G - Toronto Red Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2021,5YMTS0C06M9E63520,,9E63520,2MK,,,"Oct 9, 2020",,USA,"Georgian BMW, Barrie, CA",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2021,5YMTS0C06M9E63646,,9E63646,2MK,,,"Oct 9, 2020",,USA,"Autogermana, Inc., Hato Rey, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C02M9E65443,,9E65443,2MK,,,"Oct 9, 2020",,USA,"BMW of Murray, Murray, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2021,5YMTS0C06M9E65963,,9E65963,2MK,,,"Oct 12, 2020",,USA,"BMW Performance Center (SC), Greer, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C05M9E67218,,9E67218,2MK,,,"Oct 12, 2020",,USA,"BMW Levis, Levis, CA",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C00M9E67580,,9E67580,2MK,,,"Oct 13, 2020",,USA,"Motorwerks BMW, Bloomington, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C03M9E68898,,9E68898,2MK,,,"Oct 13, 2020",,USA,"BMW of Barrington, Barrington, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C01M9E69127,,9E69127,2MK,,,"Oct 13, 2020",,USA,"BMW of Shrewsbury, Shrewsbury, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2021,5YMTS0C07M9E72744,,9E72744,2MK,,,"Oct 16, 2020",,USA,"Jackie Cooper Imports/MINI, Edmond, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2021,5YMTS0C01M9E72870,,9E72870,2MK,,,"Oct 16, 2020",,USA,"BMW Roanoke, Roanoke, US",,,,,,,,
,,2022,2021,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,2021,2021,,,,,,,,,,,,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2021,5YMTS0C07M9E74252,,9E74252,2MK,,,"Oct 16, 2020",,USA,"BMW Toronto, Toronto, CA",,,,,,,,
C1M - Phytonic Blue Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2021,5YMTS0C06M9E74579,,9E74579,2MK,,,"Oct 17, 2020",,USA,"BMW Grand River, Kitchener, CA",,,,,,,,
C3G - Toronto Red Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2021,5YMTS0C05M9E76727,,9E76727,2MK,,,"Oct 18, 2020",,USA,"Germain BMW of Naples, Naples, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C03M9E77245,,9E77245,2MK,,,"Oct 19, 2020",,USA,"Patrick BMW, Schaumburg, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2021,5YMTS0C08M9E81579,,9E81579,2MK,,,"Oct 21, 2020",,USA,"BMW Toronto, Toronto, CA",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C04M9E82843,,9E82843,2MK,,,"Oct 22, 2020",,USA,"BMW Ville de Quebec, Quebec City, CA",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C00M9E83150,,9E83150,2MK,,,"Oct 22, 2020",,USA,"Budds' BMW Oakville, Oakville, CA",,,,,,,,
475 - Black Sapphire Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2021,5YMTS0C00M9E84640,,9E84640,2MK,,,"Oct 23, 2020",,USA,"Bavarian Motor Cars GmbH, Würzburg, DE",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2021,5YMTS0C04M9E85466,,9E85466,2MK,,,"Oct 26, 2020",,USA,"Winslow BMW of Colorado Springs, Colorado Springs, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2021,5YMTS0C02M9E86597,,9E86597,2MK,,,"Oct 26, 2020",,USA,"Weatherford BMW, Berkeley, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C08M9E86765,,9E86765,2MK,,,"Oct 27, 2020",,USA,"Perillo BMW, Inc., Chicago, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C01M9E90379,,9E90379,2MK,,,"Oct 28, 2020",,USA,"BMW of Springfield, Springfield, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C0XM9E90400,,9E90400,2MK,,,"Oct 28, 2020",,USA,"Park Avenue BMW, Rochelle Park, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C09M9E90453,,9E90453,2MK,,,"Oct 28, 2020",,USA,"BMW Ville de Quebec, Quebec City, CA",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2021,5YMTS0C06M9E90541,,9E90541,2MK,,,"Oct 28, 2020",,USA,"BMW of Sarasota, Sarasota, US",,,,,,,,
300 - Alpine White,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2021,5YMTS0C07M9E90564,,9E90564,2MK,,,"Oct 28, 2020",,USA,"Brian Jessel BMW, Vancouver, CA",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2021,5YMTS0C09M9E90596,,9E90596,2MK,,,"Oct 28, 2020",,USA,"Taylor BMW, Evans, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C09M9E90615,,9E90615,2MK,,,"Oct 28, 2020",,USA,"BMW of Fort Lauderdale, Fort Lauderdale, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2021,5YMTS0C02M9E90634,,9E90634,2MK,,,"Oct 28, 2020",,USA,"Habberstad BMW, Huntington Station, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C02M9E90682,,9E90682,2MK,,,"Oct 28, 2020",,USA,"Parkview BMW, North York, CA",,,,,,,,
475 - Black Sapphire Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2021,5YMTS0C06M9E90698,,9E90698,2MK,,,"Oct 28, 2020",,USA,"BMW Montreal Centre, Montreal, CA",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C04M9E90800,,9E90800,2MK,,,"Oct 28, 2020",,USA,"Classic BMW, Plano, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2021,5YMTS0C03M9E90867,,9E90867,2MK,,,"Oct 28, 2020",,USA,"BMW of West Houston, Houston, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C05M9E90935,,9E90935,2MK,,,"Oct 28, 2020",,USA,"BMW of Springfield, Springfield, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C07M9E90967,,9E90967,2MK,,,"Oct 29, 2020",,USA,"Classic BMW, Plano, US",,,,,,,,
475 - Black Sapphire Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2021,5YMTS0C07M9E91052,,9E91052,2MK,,,"Oct 29, 2020",,USA,"BMW North Scottsdale, Phoenix, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C09M9E91151,,9E91151,2MK,,,"Oct 29, 2020",,USA,"BMW of Fort Walton Beach, Fort Walton Beach, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C04M9E91204,,9E91204,2MK,,,"Oct 30, 2020",,USA,"BMW of Doylestown, Doylestown, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C0XM9E91319,,9E91319,2MK,,,"Oct 29, 2020",,USA,"BMW of San Francisco, San Francisco, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C08M9E91335,,9E91335,2MK,,,"Oct 29, 2020",,USA,"BMW Montreal Centre, Montreal, CA",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C03M9E92263,,9E92263,2MK,,,"Oct 29, 2020",,USA,"New Country BMW, Hartford, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C07M9E92279,,9E92279,2MK,,,"Oct 29, 2020",,USA,"Tom Bush BMW Jacksonville, Jacksonville, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2021,5YMTS0C0XM9E92325,,9E92325,2MK,,,"Oct 29, 2020",,USA,"Gebhardt BMW, Boulder, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C05M9E92345,,9E92345,2MK,,,"Oct 29, 2020",,USA,"BMW of Brooklyn, Brooklyn, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C06M9E92371,,9E92371,2MK,,,"Oct 29, 2020",,USA,"South Shore BMW, Rockland, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2021,5YMTS0C0XM9E92390,,9E92390,2MK,,,"Oct 29, 2020",,USA,"West German BMW, Fort Washington, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C03M9E92408,,9E92408,2MK,,,"Oct 29, 2020",,USA,"Crevier BMW, Santa Ana, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C04M9E92434,,9E92434,2MK,,,"Oct 29, 2020",,USA,"BMW of Springfield, Springfield, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2021,5YMTS0C06M9E92452,,9E92452,2MK,,,"Oct 29, 2020",,USA,"Continental BMW of Darien, Darien, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C0XM9E92471,,9E92471,2MK,,,"Oct 29, 2020",,USA,"BMW Encinitas, Encinitas, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C06M9E92497,,9E92497,2MK,,,"Oct 30, 2020",,USA,"BMW of Sarasota, Sarasota, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2021,5YMTS0C08M9E92517,,9E92517,2MK,,,"Oct 30, 2020",,USA,"BMW of Catonsville, Baltimore, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2021,5YMTS0C03M9E92537,,9E92537,2MK,,,"Oct 30, 2020",,USA,"BMW of Las Vegas, Las Vegas, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,2021,5YMTS0C08M9E92565,,9E92565,2MK,,,"Oct 30, 2020",,USA,"New Motors, Inc., Erie, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C00M9E92589,,9E92589,2MK,,,"Oct 30, 2020",,USA,"BMW of Gwinnett Place, Duluth, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C01M9E92620,,9E92620,2MK,,,"Oct 30, 2020",,USA,"South Shore BMW, Rockland, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C09M9E92641,,9E92641,2MK,,,"Oct 30, 2020",,USA,"BMW of Austin, Austin, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C02M9E92660,,9E92660,2MK,,,"Oct 30, 2020",,USA,"Crevier BMW, Santa Ana, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2021,5YMTS0C06M9E92709,,9E92709,2MK,,,"Oct 30, 2020",,USA,"Braman BMW/Braman MINI of Miami, Miami, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2021,5YMTS0C09M9E92736,,9E92736,2MK,,,"Oct 30, 2020",,USA,"Braman BMW/Braman MINI of Miami, Miami, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C00M9E92754,,9E92754,2MK,,,"Oct 30, 2020",,USA,"BMW of Honolulu, Honolulu, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C08M9E92775,,9E92775,2MK,,,"Oct 30, 2020",,USA,"BMW Encinitas, Encinitas, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C00M9E92804,,9E92804,2MK,,,"Oct 30, 2020",,USA,"Sterling BMW, Newport Beach, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C04M9E92823,,9E92823,2MK,,,"Oct 30, 2020",,USA,"BMW of South Atlanta, Union City, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C0XM9E92843,,9E92843,2MK,,,"Oct 30, 2020",,USA,"BMW of Sioux Falls, Sioux Falls, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C0XM9E92874,,9E92874,2MK,,,"Oct 30, 2020",,USA,"BMW of Alexandria, Alexandria, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2021,5YMTS0C03M9E92909,,9E92909,2MK,,,"Oct 30, 2020",,USA,"BMW of Fremont, Fremont, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,MAH7 - Black Vernasca Leather,2021,5YMTS0C0XM9E92941,,9E92941,2MK,,,"Oct 30, 2020",,USA,"Patrick BMW, Schaumburg, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C09M9E92963,,9E92963,2MK,,,"Oct 30, 2020",,USA,"BMW Encinitas, Encinitas, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,2021,5YMTS0C04M9E92983,,9E92983,2MK,,,"Oct 30, 2020",,USA,"BMW of Bridgeport, Bridgeport, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C07M9E93013,,9E93013,2MK,,,"Oct 30, 2020",,USA,"BMW Encinitas, Encinitas, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C04M9E93034,,9E93034,2MK,,,"Oct 30, 2020",,USA,"BMW Encinitas, Encinitas, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C04M9E93065,,9E93065,2MK,,,"Oct 30, 2020",,USA,"BMW of South Albany, Glenmont, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2021,5YMTS0C0XM9E93085,,9E93085,2MK,,,"Oct 30, 2020",,USA,"BMW of Las Vegas, Las Vegas, US",,,,,,,,
300 - Alpine White,F97,LKHV - Adelaide Grey Extended Merino Leather,2021,5YMTS0C07M9E93111,,9E93111,2MK,,,"Oct 30, 2020",,USA,"Roadshow BMW/MINI, Cordova, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C00M9E93130,,9E93130,2MK,,,"Oct 30, 2020",,USA,"BMW of Newton, Newton, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C06M9E93150,,9E93150,2MK,,,"Oct 30, 2020",,USA,"BMW of Sudbury, Sudbury, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2021,5YMTS0C06M9E93178,,9E93178,2MK,,,"Oct 31, 2020",,USA,"Moses BMW, St. Albans, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C06M9E93200,,9E93200,2MK,,,"Nov 2, 2020",,USA,"BMW of Manhasset, Manhasset, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2021,5YMTS0C04M9E93230,,9E93230,2MK,,,"Nov 2, 2020",,USA,"BMW Performance Center (SC), Greer, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C0XM9E93250,,9E93250,2MK,,,"Oct 31, 2020",,USA,"Jackie Cooper Imports/MINI, Edmond, US",,,,,,,,
475 - Black Sapphire Metallic,F97,MAOQ - Oyster Vernasca Leather,2021,5YMTS0C04M9E93275,,9E93275,2MK,,,"Nov 2, 2020",,USA,"BMW of Murray, Murray, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C06M9E93293,,9E93293,2MK,,,"Oct 31, 2020",,USA,"BMW of Ontario, Ontario, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2021,5YMTS0C08M9E93313,,9E93313,2MK,,,"Oct 31, 2020",,USA,"BMW Encinitas, Encinitas, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2021,5YMTS0C00M9E93337,,9E93337,2MK,,,"Nov 2, 2020",,USA,"BMW of Toledo, Toledo, US",,,,,,,,
