EXTERIOR,,INTERIOR,Year,VIN,,,Package Codes,PACKAGES,MSRP,PROD,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VPC
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B62000,,7B62000,,,,"May 17, 2018",,,"Pfaff BMW, Mississauga, CAN",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B62001,,7B62001,,,,"May 17, 2018",,,"BMW Durham, Ajax, CAN",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B62002,,7B62002,,,,"May 17, 2018",,,"BMW Durham, Ajax, CAN",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B62003,,7B62003,2MK,,,"May 17, 2018",,,"Parkview BMW, North York, CAN",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B62004,,7B62004,,,,"May 17, 2018",,,"BMW Markham, Markham, CAN",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B62005,,7B62005,2MK,,,"May 17, 2018",,,"BMW Markham, Markham, CAN",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B62006,,7B62006,,,,"May 17, 2018",,,"BMW of Charlottesville, Charlottesville, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B62007,,7B62007,2MK,,,"May 17, 2018",,,"BMW of Fort Wayne, Fort Wayne, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B62008,,7B62008,2MK,,,"May 17, 2018",,,"Voss Village BMW, Dayton, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B62009,,7B62009,2MK,,,"May 17, 2018",,,"BMW of West St. Louis, Manchester, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B62010,,7B62010,,,,"May 17, 2018",,,"Schomp BMW of Highlands Ranch, Highlands Ranch, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B62011,,7B62011,2MK,,,"May 17, 2018",,,"BMW of Gainesville, Gainesville, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B62012,,7B62012,2MK,,,"May 17, 2018",,,"BMW of Tulsa, Tulsa, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B62013,,7B62013,2MK,,,"May 17, 2018",,,"Orr BMW of Shreveport, Shreveport, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B62014,,7B62014,2MK,,,"May 18, 2018",,,"BMW of Tyler, Tyler, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B62015,,7B62015,2MK,,,"May 18, 2018",,,"BMW of the Permian Basin, Midland, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B62016,,7B62016,,,,"May 18, 2018",,,"Braman Motorcars/Braman MINI of Pal, West Palm Beach, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B62017,,7B62017,2MK,,,"May 18, 2018",,,"BMW of Chattanooga, Chattanooga, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B62018,,7B62018,2MK,,,"May 18, 2018",,,"BMW of Macon, Macon, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B62019,,7B62019,2MK,,,"May 18, 2018",,,"Tom Bush BMW Jacksonville, Jacksonville, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B62020,,7B62020,2MK,,,"May 18, 2018",,,"Autobahn Motorcars, Fort Worth, US",,,,,,,,
,,,,VIN SKIP,,IN SKIP,,,,,,,,,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B69991,,7B69991,,,,"May 18, 2018",,,"BMW of Peabody, Peabody, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B69992,,7B69992,,,,"May 18, 2018",,,"BMW of Rockville, Rockville, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B69993,,7B69993,2MK,,,"May 18, 2018",,,"BMW of Ridgefield, Ridgefield, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B69994,,7B69994,2MK,,,"May 18, 2018",,,"Center BMW, Sherman Oaks, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B69995,,7B69995,,,,"May 18, 2018",,,"Century West BMW, North Hollywood, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B69996,,7B69996,2MK,,,"May 18, 2018",,,"Open Road BMW, Edison, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B69997,,7B69997,2MK,,,"May 18, 2018",,,"BMW Concord, Concord, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B69998,,7B69998,2MK,,,"May 18, 2018",,,"BMW Concord, Concord, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B69999,,7B69999,,,,"May 18, 2018",,,"Flemington BMW, Flemington, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B70000,,7B70000,,,,"May 18, 2018",,,"BMW of Orland Park, Orland Park, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B70001,,7B70001,2MK,,,"May 19, 2018",,,"Erhard BMW of Farmington Hills, Farmington Hills, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B70002,,7B70002,,,,"May 19, 2018",,,"BMW of Akron, Akron, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70003,,7B70003,2MK,,,"May 19, 2018",,,"Birchwood BMW, Winnipeg, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70004,,7B70004,,,,"May 19, 2018",,,"Kelowna BMW, Kelowna, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70005,,7B70005,2MK,,,"May 19, 2018",,,"The BMW Store, Vancouver, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B70006,,7B70006,2MK,,,"May 19, 2018",,,"BMW London, London, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B70007,,7B70007,,,,"May 19, 2018",,,"Pfaff BMW, Mississauga, CA",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B70008,,7B70008,,,,"May 19, 2018",,,"Pfaff BMW, Mississauga, CA",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B70009,,7B70009,,,,"May 19, 2018",,,"BMW West Island, Dorval, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B70010,,7B70010,2MK,,,"May 22, 2018",,,"The BMW Store, Vancouver, CA",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B70011,,7B70011,,,,"May 22, 2018",,,"BMW Royal Oak, Calgary, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B70012,,7B70012,,,,"May 22, 2018",,,"Bema Autosport BMW, Saskatoon, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B70013,,7B70013,,,,"May 22, 2018",,,"The BMW Store, Vancouver, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B70014,,7B70014,,,,"May 22, 2018",,,"Ferman BMW/Ferman MINI of Tampa Bay, Palm Harbor, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B70015,,7B70015,,,,"May 22, 2018",,,"South Motors BMW, Miami, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B70016,,7B70016,2MK,,,"May 22, 2018",,,"Rick Hendrick BMW Charleston, Charleston, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70017,,7B70017,2MK,,,"May 22, 2018",,,"BMW of Mobile, Mobile, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70018,,7B70018,,,,"May 22, 2018",,,"BMW of South Austin, Austin, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70019,,7B70019,2MK,,,"May 22, 2018",,,"Fields BMW, Northfield, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70020,,7B70020,,,,"May 22, 2018",,,"BMW of Westbrook, Westbrook, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70021,,7B70021,2MK,,,"May 22, 2018",,,"BMW of North Haven, North Haven, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70022,,7B70022,2MK,,,"May 22, 2018",,,"BMW of Bridgewater, Bridgewater, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B70023,,7B70023,2MK,,,"May 22, 2018",,,"BMW of Tigard, Tigard, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B70024,,7B70024,2MK,,,"May 22, 2018",,,"BMW of Little Rock, Little Rock, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B70025,,7B70025,,,,"May 22, 2018",,,"BMW Tucson, Tucson, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B70026,,7B70026,,,,"May 22, 2018",,,"BMW of El Cajon, El Cajon, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B70027,,7B70027,2MK,,,"May 22, 2018",,,"Rusnak BMW, Thousand Oaks, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B70028,,7B70028,,,,"May 22, 2018",,,"BMW of San Luis Obispo, San Luis Obispo, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B70029,,7B70029,,,,"May 22, 2018",,,"BMW of Roseville, Roseville, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B70030,,7B70030,2MK,,,"May 22, 2018",,,"BMW of Ramsey, Ramsey, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B70031,,7B70031,2MK,,,"May 23, 2018",,,"BMW of Ramsey, Ramsey, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B70032,,7B70032,2MK,,,"May 23, 2018",,,"BMW of Montgomery, Montgomery, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B70033,,7B70033,,,,"May 23, 2018",,,"Park Avenue BMW, Rochelle Park, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70034,,7B70034,,,,"May 23, 2018",,,"Richmond BMW, Richmond, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70035,,7B70035,2MK,,,"May 23, 2018",,,"Classic BMW/Classic MINI, Willoughby Hills, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70036,,7B70036,2MK,,,"May 23, 2018",,,"MAG BMW/MAG MINI of Dublin, Dublin, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B70037,,7B70037,2MK,,,"May 23, 2018",,,"Baron BMW/MINI, Merriam, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B70038,,7B70038,,,,"May 23, 2018",,,"BMW of Newport, Middletown, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B70039,,7B70039,2MK,,,"May 23, 2018",,,"BMW of Northwest Arkansas, Bentonville, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B70040,,7B70040,2MK,,,"May 23, 2018",,,"BMW of Birmingham, Irondale, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B70041,,7B70041,,,,"May 23, 2018",,,"Crown BMW, Greensboro, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B70042,,7B70042,,,,"May 24, 2018",,,"Niederlassung München MINI München BMW AG, München",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B70043,,7B70043,2MK,,,"May 24, 2018",,,"BMW of Rockville, Rockville, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B70044,,7B70044,,,,"May 24, 2018",,,"BMW of Doylestown, Doylestown, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B70045,,7B70045,,,,"May 24, 2018",,,"The BMW Store/Cincinnati MINI, Cincinnati, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B70046,,7B70046,,,,"May 24, 2018",,,"BMW of Minnetonka, Minnetonka, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B70047,,7B70047,2MK,,,"May 24, 2018",,,"BMW of Reading, Reading, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70048,,7B70048,2MK,,,"May 24, 2018",,,"Sharpe BMW, Grand Rapids, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70049,,7B70049,,,,"May 24, 2018",,,"BMW of Westlake, Cuyahoga, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B70050,,7B70050,2MK,,,"May 24, 2018",,,"BMW of Tigard, Tigard, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70051,,7B70051,2MK,,,"May 24, 2018",,,"BMW of Santa Maria, Santa Maria, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70052,,7B70052,,,,"May 24, 2018",,,"East Bay BMW, Pleasanton, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70053,,7B70053,,,,"May 24, 2018",,,"Niederlassung München MINI München BMW AG, München",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B70054,,7B70054,2MK,,,"May 24, 2018",,,"BMW of Catonsville, Baltimore, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B70055,,7B70055,,,,"May 24, 2018",,,"Daniels BMW, Allentown, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B70056,,7B70056,,,,"May 24, 2018",,,"Sun Motor Cars BMW, Mechanicsburg, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B70057,,7B70057,2MK,,,"May 24, 2018",,,"BMW of Reading, Reading, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B70058,,7B70058,,,,"May 24, 2018",,,"Wyoming Valley BMW, Plains, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B70059,,7B70059,,,,"May 24, 2018",,,"Herb Chambers BMW, Charlestown, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B70060,,7B70060,2MK,,,"May 24, 2018",,,"BMW of Minnetonka, Minnetonka, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B70061,,7B70061,,,,"May 24, 2018",,,No information,,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B70062,,7B70062,,,,"May 24, 2018",,,"BMW of Towson, Towson, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B70063,,7B70063,,,,"May 24, 2018",,,"Sandia BMW/Sandia MINI, Albuquerque, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B70064,,7B70064,,,,"May 24, 2018",,,"Sandia BMW/Sandia MINI, Albuquerque, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70065,,7B70065,2MK,,,"May 24, 2018",,,"BMW of Freehold, Freehold, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70066,,7B70066,2MK,,,"May 24, 2018",,,"BMW of Freehold, Freehold, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70067,,7B70067,,,,"May 24, 2018",,,"BMW of South Austin, Austin, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B70068,,7B70068,,,,"May 24, 2018",,,"BMW Markham, Markham, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B70069,,7B70069,2MK,,,"May 24, 2018",,,"BMW Victoria, Victoria, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70070,,7B70070,2MK,,,"May 24, 2018",,,"Pfaff BMW, Mississauga, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B70071,,7B70071,2MK,,,"May 25, 2018",,,"Parkview BMW, North York, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B70072,,7B70072,,,,"May 25, 2018",,,"Brian Jessel BMW, Vancouver, CA",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B70073,,7B70073,2MK,,,"May 25, 2018",,,"Birchwood BMW, Winnipeg, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B70074,,7B70074,2MK,,,"May 25, 2018",,,"BMW Aurora, Aurora, CA",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B70075,,7B70075,2MK,,,"May 25, 2018",,,"BMW Laval, Laval, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B70076,,7B70076,,,,"May 25, 2018",,,"Brian Jessel BMW, Vancouver, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B70077,,7B70077,2MK,,,"May 25, 2018",,,"Maranello BMW, Vaughan, CA",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B70078,,7B70078,,,,"May 25, 2018",,,"BMW Toronto, Toronto, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70079,,7B70079,,,,"May 25, 2018",,,"BMW of Nashville, Brentwood, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B70080,,7B70080,2MK,,,"May 25, 2018",,,"BMW of Dallas/MINI of Dallas, Dallas, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B70081,,7B70081,2MK,,,"May 25, 2018",,,"Competition BMW of Smithtown, Saint James, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70082,,7B70082,,,,"May 25, 2018",,,"BMW of Raleigh, Raleigh, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70083,,7B70083,,,,"May 25, 2018",,,"Nalley BMW of Decatur, Decatur, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70084,,7B70084,2MK,,,"May 25, 2018",,,"BMW of Oyster Bay, Oyster Bay, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B70085,,7B70085,2MK,,,"May 25, 2018",,,"BMW of Bakersfield, Bakersfield, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B70086,,7B70086,,,,"May 25, 2018",,,"BMW Portland, Portland, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B70087,,7B70087,,,,"May 25, 2018",,,"BMW of Devon, Devon, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B70088,,7B70088,,,,"May 29, 2018",,,"Northwest BMW, Owings Mills, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B70089,,7B70089,,,,"May 29, 2018",,,"BMW of Fairfax, Fairfax, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B70090,,7B70090,2MK,,,"May 29, 2018",,,"Keeler BMW, Latham, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B70091,,7B70091,,,,"May 29, 2018",,,"BMW of Denver Downtown, Denver, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B70092,,7B70092,2MK,,,"May 29, 2018",,,"BMW of Louisville, Louisville, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B70093,,7B70093,2MK,,,"May 29, 2018",,,"Autohaus BMW of Maplewood, Saint Louis, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B70094,,7B70094,2MK,,,"May 29, 2018",,,"BMW of Kansas City South, Kansas CIty, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B70095,,7B70095,2MK,,,"May 29, 2018",,,"BMW of Wichita Falls, Wichita Falls, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70096,,7B70096,,,,"May 29, 2018",,,"BMW of Omaha/MINI of Omaha, Omaha, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70097,,7B70097,,,,"May 29, 2018",,,"BMW of Towson, Towson, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70098,,7B70098,2MK,,,"May 29, 2018",,,"Melbourne BMW, Melbourne, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B70099,,7B70099,2MK,,,"May 29, 2018",,,"BMW of Macon, Macon, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B70100,,7B70100,,,,"May 29, 2018",,,"BMW of Lancaster, Lancaster, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70101,,7B70101,2MK,,,"May 29, 2018",,,"BMW of Towson, Towson, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70102,,7B70102,2MK,,,"May 29, 2018",,,"BMW of Rockville, Rockville, US",,,,,,,,
