EXTERIOR,Development code,INTERIOR,Year,VIN,,,,PACKAGES,MSRP,PROD,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VPC
A90 - Dark Graphite Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C06L9B06563,,9B06563,2MK,,,"Oct 10, 2019",,USA,"BMW of Mt. Laurel, Mount Laurel, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C05L9B06571,,9B06571,2MK,,,"Oct 10, 2019",,USA,"Schomp BMW of Highlands Ranch, Highlands Ranch, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C09L9B06587,,9B06587,2MK,,,"Oct 10, 2019",,USA,"Elmhurst BMW, Elmhurst, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C08L9B06595,,9B06595,2MK,,,"Oct 10, 2019",,USA,"BMW of Cape Cod, Hyannis, US",,,,,,,,
300 - Alpine White,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C02L9B06611,,9B06611,2MK,,,"Oct 11, 2019",,USA,"BMW of Ridgefield, Ridgefield, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C07L9B06619,,9B06619,2MK,,,"Oct 11, 2019",,USA,"BMW of Springfield, Springfield, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C06L9B06627,,9B06627,2MK,,,"Oct 11, 2019",,USA,"BMW of Florence, Florence, US",,,,,,,,
C3G - Toronto Red Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C04L9B06643,,9B06643,2MK,,,"Oct 11, 2019",,USA,"BMW of Fairfax, Fairfax, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C03L9B06651,,9B06651,2MK,,,"Oct 11, 2019",,USA,"BMW Levis, Levis, CA",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C08L9B06659,,9B06659,2MK,,,"Oct 11, 2019",,USA,"BMW Markham, Markham, CA",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C06L9B06675,,9B06675,2MK,,,"Oct 11, 2019",,USA,"Policaro BMW, Brampton, CA",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C04L9B06691,,9B06691,2MK,,,"Oct 11, 2019",,USA,"BMW of Shrewsbury, Shrewsbury, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C04L9B06707,,9B06707,2MK,,,"Oct 11, 2019",,USA,"Elmhurst BMW, Elmhurst, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C03L9B06715,,9B06715,2MK,,,"Oct 11, 2019",,USA,"BMW of Wilmington, Wilmington, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C01L9B06731,,9B06731,2MK,,,"Oct 11, 2019",,USA,"Bavarian Motor Cars GmbH, Würzburg, DE",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C06L9B06739,,9B06739,2MK,,,"Oct 11, 2019",,USA,"Policaro BMW, Brampton, CA",,,,,,,,
C3G - Toronto Red Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C0XL9B07649,,9B07649,2MK,,,"Oct 11, 2019",,USA,"Tulley BMW, Nashua, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C07L9B07673,,9B07673,2MK,,,"Oct 11, 2019",,USA,"BMW of Lincoln, Lincoln, US",,,,,,,,
300 - Alpine White,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C08L9B07682,,9B07682,2MK,,,"Oct 11, 2019",,USA,"BMW of Wichita, Wichita, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C0XL9B07747,,9B07747,2MK,,,"Oct 11, 2019",,USA,"BMW West Island, Dorval, CA",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C06L9B07812,,9B07812,2MK,,,"Oct 11, 2019",,USA,"Bavaria BMW, Edmonton, CA",,,,,,,,
300 - Alpine White,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C01L9B07877,,9B07877,2MK,,,"Oct 11, 2019",,USA,"BMW of Lafayette, Lafayette, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C01L9B07894,,9B07894,2MK,,,"Oct 11, 2019",,USA,"Tom Bush BMW Jacksonville, Jacksonville, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C0XL9B07943,,9B07943,2MK,,,"Oct 11, 2019",,USA,"New Country BMW, Hartford, US",,,,,,,,
475 - Black Sapphire Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C03L9B07959,,9B07959,2MK,,,"Oct 11, 2019",,USA,"BMW of Williamsport, Muncy, US",,,,,,,,
300 - Alpine White,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C04L9B07999,,9B07999,2MK,,,"Oct 11, 2019",,USA,"BMW of Roseville, Roseville, US",,,,,,,,
475 - Black Sapphire Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C09L9B08047,,9B08047,2MK,,,"Oct 11, 2019",,USA,"BMW North Scottsdale, Phoenix, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C05L9B08112,,9B08112,2MK,,,"Oct 11, 2019",,USA,"BMW of Rochester Hills, Shelby Township, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C0XL9B08137,,9B08137,2MK,,,"Oct 11, 2019",,USA,"Valley BMW, Modesto, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C01L9B08169,,9B08169,2MK,,,"Oct 12, 2019",,USA,"Autobahn Motorcars, Fort Worth, US",,,,,,,,
300 - Alpine White,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C0XL9B08185,,9B08185,2MK,,,"Oct 12, 2019",,USA,"BMW of Salem, Salem, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C07L9B08192,,9B08192,2MK,,,"Oct 12, 2019",,USA,"BMW of The Woodlands, The Woodlands, US",,,,,,,,
300 - Alpine White,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C09L9B08209,,9B08209,2MK,,,"Oct 12, 2019",,USA,"Sandia BMW/MINI, Albuquerque, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C05L9B08224,,9B08224,2MK,,,"Oct 12, 2019",,USA,"BMW of Omaha/MINI of Omaha, Omaha, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C04L9B08232,,9B08232,2MK,,,"Oct 12, 2019",,USA,"BMW of Huntsville, Huntsville, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C03L9B08254,,9B08254,2MK,,,"Oct 12, 2019",,USA,"Sharpe BMW, Grand Rapids, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C01L9B08270,,9B08270,2MK,,,"Oct 12, 2019",,USA,"BMW Tucson, Tucson, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C07L9B08287,,9B08287,2MK,,,"Oct 12, 2019",,USA,"McKenna BMW, Norwalk, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C06L9B08295,,9B08295,2MK,,,"Oct 12, 2019",,USA,"McKenna BMW, Norwalk, US",,,,,,,,
300 - Alpine White,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C01L9B08303,,9B08303,2MK,,,"Oct 12, 2019",,USA,"Braman Motorcars/Braman MINI of Pal, West Palm Beach, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C00L9B08311,,9B08311,2MK,,,"Oct 12, 2019",,USA,"Braman Motorcars/Braman MINI of Pal, West Palm Beach, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C06L9B08328,,9B08328,2MK,,,"Oct 12, 2019",,USA,"BMW of the Main Line, Bala Cynwyd, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C04L9B08408,,9B08408,2MK,,,"Oct 12, 2019",,USA,"Flemington BMW, Flemington, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C02L9B08424,,9B08424,2MK,,,"Oct 12, 2019",,USA,"BMW of Lancaster, Lancaster, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C00L9B08440,,9B08440,2MK,,,"Oct 12, 2019",,USA,"BMW of Monterey, Seaside, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C03L9B08464,,9B08464,2MK,,,"Oct 12, 2019",,USA,"Valley Auto World, Inc., Fayetteville, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C01L9B08480,,9B08480,2MK,,,"Oct 12, 2019",,USA,"I. G. Burton BMW, Milford, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C06L9B08488,,9B08488,2MK,,,"Oct 12, 2019",,USA,"BMW of Schererville, Schererville, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C00L9B08504,,9B08504,2MK,,,"Oct 12, 2019",,USA,"BMW of Wilmington, Wilmington, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C09L9B08520,,9B08520,2MK,,,"Oct 12, 2019",,USA,"BMW of Peoria, Peoria, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C03L9B08528,,9B08528,2MK,,,"Oct 12, 2019",,USA,"BMW of Tri-Cities, Richland, US",,,,,,,,
475 - Black Sapphire Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C01L9B08544,,9B08544,2MK,,,"Oct 12, 2019",,USA,"Fields BMW, Winter Park, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C0XL9B08560,,9B08560,2MK,,,"Oct 12, 2019",,USA,"Classic BMW, Plano, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,MAOQ - Oyster Vernasca Leather,2020,5YMTS0C04L9B08568,,9B08568,2MK,,,"Oct 12, 2019",,USA,"BMW of Gwinnett Place, Duluth, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C02L9B08584,,9B08584,2MK,,,"Oct 12, 2019",,USA,"BMW of Akron, Akron, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C01L9B08592,,9B08592,2MK,,,"Oct 12, 2019",,USA,"Perillo BMW, Inc., Chicago, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C01L9B08608,,9B08608,2MK,,,"Oct 12, 2019",,USA,"Braman BMW/Braman MINI of Miami, Miami, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C00L9B08616,,9B08616,2MK,,,"Oct 13, 2019",,USA,"BMW of Westbrook, Westbrook, US",,,,,,,,
475 - Black Sapphire Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C09L9B09537,,9B09537,2MK,,,"Oct 13, 2019",,USA,"BMW of Asheville, Arden, US",,,,,,,,
300 - Alpine White,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C06L9B09561,,9B09561,2MK,,,"Oct 13, 2019",,USA,"Baron BMW/MINI, Merriam, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C00L9B09636,,9B09636,2MK,,,"Oct 13, 2019",,USA,"Arrowhead BMW, Glendale, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C02L9B09685,,9B09685,2MK,,,"Oct 15, 2019",,USA,"BMW of Springfield, Springfield, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C01L9B09693,,9B09693,2MK,,,"Oct 14, 2019",,USA,"Tulley BMW, Nashua, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C07L9B09701,,9B09701,2MK,,,"Oct 14, 2019",,USA,"Open Road BMW, Edison, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C00L9B09717,,9B09717,2MK,,,"Oct 14, 2019",,USA,"BMW of Louisville, Louisville, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C09L9B09733,,9B09733,2MK,,,"Oct 14, 2019",,USA,"BMW of Riverside, Riverside, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C02L9B09783,,9B09783,2MK,,,"Oct 14, 2019",,USA,"Kelly BMW, Columbus, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C0XL9B09790,,9B09790,2MK,,,"Oct 14, 2019",,USA,"BMW of Tulsa, Tulsa, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C04L9B09798,,9B09798,2MK,,,"Oct 14, 2019",,USA,"BMW of Springfield, Springfield, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C0XL9B09806,,9B09806,2MK,,,"Oct 14, 2019",,USA,"BMW OF NORTH AMERICA, Montvale, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C09L9B09814,,9B09814,2MK,,,"Oct 14, 2019",,USA,"BMW of Raleigh, Raleigh, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C07L9B09830,,9B09830,2MK,,,"Oct 14, 2019",,USA,"BMW of Peabody, Peabody, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C01L9B09838,,9B09838,2MK,,,"Oct 14, 2019",,USA,"BMW of Charlottesville, Charlottesville, US",,,,,,,,
475 - Black Sapphire Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C00L9B09846,,9B09846,2MK,,,"Oct 14, 2019",,USA,"BMW of Dallas/MINI of Dallas, Dallas, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C09L9B09862,,9B09862,2MK,,,"Oct 14, 2019",,USA,"Herb Chambers BMW, Charlestown, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C08L9B09870,,9B09870,2MK,,,"Oct 14, 2019",,USA,"BMW of Lancaster, Lancaster, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C02L9B09878,,9B09878,2MK,,,"Oct 14, 2019",,USA,"A & L BMW, Monroeville, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C00L9B09894,,9B09894,2MK,,,"Oct 14, 2019",,USA,"Herb Chambers BMW, Charlestown, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C05L9B09910,,9B09910,2MK,,,"Oct 14, 2019",,USA,"BMW of Fairfax, Fairfax, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C00L9B09927,,9B09927,2MK,,,"Oct 14, 2019",,USA,"BMW of Charlottesville, Charlottesville, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C08L9B09951,,9B09951,2MK,,,"Oct 14, 2019",,USA,"BMW of South Austin, Austin, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C02L9B09959,,9B09959,2MK,,,"Oct 14, 2019",,USA,"Auto West BMW, Richmond, CA",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C00L9B09975,,9B09975,2MK,,,"Oct 14, 2019",,USA,"BMW Levis, Levis, CA",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C09L9B09991,,9B09991,2MK,,,"Oct 14, 2019",,USA,"Brian Jessel BMW, Vancouver, CA",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C03L9B09999,,9B09999,2MK,,,"Oct 14, 2019",,USA,"Calgary BMW, Calgary, CA",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C07L9B10007,,9B10007,2MK,,,"Oct 14, 2019",,USA,"BMW Autohaus, Thornhill, CA",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C09L9B10039,,9B10039,2MK,,,"Oct 14, 2019",,USA,"Parkview BMW, North York, CA",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C04L9B10112,,9B10112,2MK,,,"Oct 14, 2019",,USA,"BMW West Island, Dorval, CA",,,,,,,,
300 - Alpine White,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C08L9B10128,,9B10128,2MK,,,"Oct 14, 2019",,USA,"BMW Brossard, Brossard, CA",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C09L9B11983,,9B11983,2MK,,,"Oct 14, 2019",,USA,"BMW of Houston North, Houston, US",,,,,,,,
300 - Alpine White,F97,MAOQ - Oyster Vernasca Leather,2020,5YMTS0C08L9B11991,,9B11991,2MK,,,"Oct 14, 2019",,USA,"Autobahn Motorcars, Fort Worth, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C06L9B12007,,9B12007,2MK,,,"Oct 14, 2019",,USA,"Moses BMW, St. Albans, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C04L9B12023,,9B12023,2MK,,,"Oct 14, 2019",,USA,"Passport BMW, Suitland, US",,,,,,,,
300 - Alpine White,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C07L9B12047,,9B12047,2MK,,,"Oct 14, 2019",,USA,"BMW of Palm Springs, Palm Springs, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C09L9B12079,,9B12079,2MK,,,"Oct 14, 2019",,USA,"Open Road BMW, Edison, US",,,,,,,,
C3G - Toronto Red Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C09L9B12096,,9B12096,2MK,,,"Oct 14, 2019",,USA,"Open Road BMW, Edison, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C04L9B12104,,9B12104,2MK,,,"Oct 14, 2019",,USA,"Bill Jacobs BMW/MINI, Naperville, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C02L9B12120,,9B12120,2MK,,,"Oct 15, 2019",,USA,"Global Imports BMW, Atlanta, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C07L9B12128,,9B12128,2MK,,,"Oct 15, 2019",,USA,"Union Park BMW, Wilmington, US",,,,,,,,
,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C06L9B12153,,9B12153,2MK,,,"Oct 15, 2019",,USA,"Ferman BMW/Ferman MINI of Tampa Bay, Palm Harbor, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C05L9B12161,,9B12161,2MK,,,"Oct 15, 2019",,USA,"BMW of Freeport, Freeport, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C09L9B12177,,9B12177,2MK,,,"Oct 15, 2019",,USA,"Autogermana, Inc., Hato Rey, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C07L9B12193,,9B12193,2MK,,,"Oct 15, 2019",,USA,"Autogermana, Inc., Hato Rey, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C02L9B12201,,9B12201,2MK,,,"Oct 15, 2019",,USA,"Braman Motorcars/Braman MINI of Pal, West Palm Beach, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C07L9B12209,,9B12209,2MK,,,"Oct 15, 2019",,USA,"BMW of Gainesville, Gainesville, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C07L9B12226,,9B12226,2MK,,,"Oct 15, 2019",,USA,"BMW of Gainesville, Gainesville, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C05L9B12242,,9B12242,2MK,,,"Oct 15, 2019",,USA,"Steve Thomas BMW, Camarillo, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAOQ - Oyster Vernasca Leather,2020,5YMTS0C04L9B12250,,9B12250,2MK,,,"Oct 15, 2019",,USA,"Hilton Head BMW, Bluffton, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C07L9B12274,,9B12274,2MK,,,"Oct 15, 2019",,USA,"Tulley BMW, Nashua, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C01L9B12299,,9B12299,2MK,,,"Oct 15, 2019",,USA,"Winslow BMW of Colorado Springs, Colorado Springs, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C07L9B12307,,9B12307,2MK,,,"Oct 15, 2019",,USA,"BMW of Raleigh, Raleigh, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C04L9B12331,,9B12331,2MK,,,"Oct 15, 2019",,USA,"BMW of Milwaukee North, Milwaukee, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C08L9B12347,,9B12347,2MK,,,"Oct 15, 2019",,USA,"Herb Chambers BMW, Charlestown, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C07L9B12372,,9B12372,2MK,,,"Oct 15, 2019",,USA,"BMW of Kansas City South, Kansas CIty, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C06L9B12380,,9B12380,2MK,,,"Oct 15, 2019",,USA,"BMW of West St. Louis, Manchester, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C07L9B14445,,9B14445,2MK,,,"Oct 15, 2019",,USA,"BMW of Raleigh, Raleigh, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C0XL9B14469,,9B14469,2MK,,,"Oct 15, 2019",,USA,"BMW of Ramsey, Ramsey, US",,,,,,,,
300 - Alpine White,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C09L9B14494,,9B14494,2MK,,,"Oct 15, 2019",,USA,"Tom Bush BMW Jacksonville, Jacksonville, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C04L9B14502,,9B14502,2MK,,,"Oct 15, 2019",,USA,"Global Imports BMW, Atlanta, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C06L9B14551,,9B14551,2MK,,,"Oct 15, 2019",,USA,"BMW of Akron, Akron, US",,,,,,,,
C3G - Toronto Red Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C00L9B14559,,9B14559,2MK,,,"Oct 15, 2019",,USA,"Moses BMW, St. Albans, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C0XL9B14567,,9B14567,2MK,,,"Oct 15, 2019",,USA,"BMW Ville de Quebec, Quebec City, CA",,,,,,,,
C28 - Donington Grey Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C08L9B14583,,9B14583,2MK,,,"Oct 15, 2019",,USA,"Braman BMW/Braman MINI of Miami, Miami, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C08L9B14616,,9B14616,2MK,,,"Oct 16, 2019",,USA,"Autogermana, Inc., Hato Rey, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C06L9B14632,,9B14632,2MK,,,"Oct 16, 2019",,USA,"Braman Motorcars/Braman MINI of Pal, West Palm Beach, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C01L9B14649,,9B14649,2MK,,,"Oct 16, 2019",,USA,"Braman BMW/Braman MINI of Miami, Miami, US",,,,,,,,
